instance,cutoff,tabu,block_flag,mode,block_size,seed,mode_name,best_obj_min,best_obj_max,objective_value,is_minimize,feasible_found,completed,crashed,timeout_or_no_solution,consistency_error,candidates_total,selected_total,executed_total,repair_success_total,best_update_total,obj_improve_executed_total,violation_improve_executed_total,rejected_by_check_total,wall_time_seconds
ball_mk2_10.lp,10,0,1,1,3,12,repair_only,0.0,,0.0,1,1,1,0,0,0,2784000,232000,232000,232000,0,0,232000,0,0.0
chimera_k64maxcut-02.lp,10,1,1,0,4,10,full_block,,14.2,14.2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10.057114031
graphpart_2g-0055-0062.lp,10,0,1,2,2,10,improve_only,-1389952.0,,-1389952.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,10.006133888
chimera_selby-c16-01.lp,10,1,1,3,3,10,smart_only,,700.6,700.6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10.59200003
ball_mk4_10.lp,10,1,1,2,4,11,improve_only,,,,1,0,1,0,1,0,0,0,0,0,0,0,0,0,10.009151589
chimera_mgw-c8-439-onc8-001.lp,10,1,1,2,2,9,improve_only,,403.0,403.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10.074479914
chimera_rfr-02.lp,10,0,1,5,2,9,old_block,,1123.9,1123.9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10.197506829
ball_mk4_15.lp,10,0,1,0,2,10,full_block,-34.0,,-34.0,1,1,1,0,0,0,700112,1,1,1,0,1,1,0,10.010720169
chimera_mgw-c8-507-onc8-02.lp,10,1,1,5,4,8,old_block,,494.0,494.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10.283218159
chimera_selby-c16-02.lp,10,0,1,3,4,12,smart_only,,702.7,702.7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10.572213807
chimera_mis-01.lp,10,0,1,1,4,9,repair_only,,381.2,381.2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10.632905424
graphpart_2g-0044-1601.lp,10,0,1,4,4,12,normalized_only,-919798.0,,-919798.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,10.008907566
graphpart_2g-0055-0062.lp,10,0,1,1,4,8,repair_only,-1389952.0,,-1389952.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,10.005705479
ball_mk2_10.lp,10,1,1,4,4,8,normalized_only,0.0,,0.0,1,1,1,0,0,0,2778076,141500,141500,141500,0,0,141500,0,10.023767224
ball_mk2_10.lp,10,1,1,0,2,10,full_block,0.0,,0.0,1,1,1,0,0,0,2460000,307500,307500,307500,0,0,307500,0,10.006840755
chimera_mgw-c8-507-onc8-01.lp,10,1,1,5,4,9,old_block,,493.0,493.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10.118623153
ball_mk2_30.lp,10,1,1,1,2,10,repair_only,0.0,,0.0,1,1,1,0,0,0,832000,208000,208000,208000,0,0,208000,0,10.025657439
ball_mk2_30.lp,10,0,1,2,2,8,improve_only,0.0,,0.0,1,1,1,0,0,0,40,0,0,0,0,0,0,0,10.00926124
ball_mk2_10.lp,10,0,0,baseline,0,12,baseline,0.0,,0.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,10.007013885
graphpart_2g-0055-0062.lp,10,1,1,2,3,9,improve_only,-1116960.0,,-1116960.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,10.011142053
chimera_mgw-c8-507-onc8-01.lp,10,0,1,3,4,10,smart_only,,493.0,493.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10.065717843
chimera_mgw-c8-507-onc8-02.lp,10,0,1,4,2,9,normalized_only,,493.0,493.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10.110306035
chimera_mgw-c8-439-onc8-002.lp,10,0,1,5,3,11,old_block,,395.0,395.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10.319684273
chimera_rfr-01.lp,10,1,1,0,2,9,full_block,,1148.9,1148.9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10.135479722
chimera_k64maxcut-01.lp,10,0,1,4,3,9,normalized_only,,11.3,11.3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10.229028958
chimera_lga-01.lp,10,1,1,0,4,9,full_block,,129.7,129.7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10.647194657
chimera_selby-c8-onc8-01.lp,10,0,1,2,2,9,improve_only,,175.6,175.6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10.08260533
chimera_k64ising-01.lp,10,0,1,1,3,8,repair_only,,12.3,12.3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10.113674458
chimera_mgw-c8-439-onc8-002.lp,10,1,1,2,4,8,improve_only,,392.0,392.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10.215291843
chimera_selby-c8-onc8-01.lp,10,0,1,0,4,11,full_block,,175.4,175.4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10.168203947
chimera_selby-c16-01.lp,10,0,1,3,2,11,smart_only,,710.1,710.1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10.556071398
chimera_k64maxcut-02.lp,10,1,1,2,4,12,improve_only,,12.7,12.7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10.070711564
chimera_lga-01.lp,10,1,1,2,4,9,improve_only,,129.7,129.7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10.692262262
chimera_selby-c8-onc8-02.lp,10,0,1,2,2,9,improve_only,,167.7,167.7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10.087949922
chimera_mgw-c8-507-onc8-02.lp,10,0,1,5,4,9,old_block,,493.0,493.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10.208980327
graphpart_2g-0044-1601.lp,10,0,1,2,4,11,improve_only,-919798.0,,-919798.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,10.009161086
ball_mk4_15.lp,10,1,1,1,2,9,repair_only,-55.0,,-55.0,1,1,1,0,0,0,708054,1,1,1,0,1,1,0,10.013970049
chimera_lga-01.lp,10,0,1,1,3,9,repair_only,,129.7,129.7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10.300447251
crossdock_15x8.lp,10,1,1,4,4,11,normalized_only,17027.0,,17027.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,10.13506566
chimera_k64ising-01.lp,10,1,1,0,4,10,full_block,,11.5,11.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10.149715093
chimera_mis-02.lp,10,1,1,0,4,12,full_block,,392.8,392.8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10.147241568
chimera_k64ising-01.lp,10,0,1,1,4,12,repair_only,,12.8,12.8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10.03580111
ball_mk4_15.lp,10,1,1,0,4,8,full_block,-55.0,,-55.0,1,1,1,0,0,0,844360,1,1,1,0,1,1,0,10.034820897
ball_mk4_10.lp,10,0,1,1,2,8,repair_only,-1615.0,,-1615.0,1,1,1,0,0,0,962054,1,1,1,0,1,1,0,10.024438623
graphpart_2g-0055-0062.lp,10,0,1,1,2,11,repair_only,-1191893.0,,-1191893.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,10.006595992
ball_mk4_15.lp,10,1,1,3,3,8,smart_only,-2827.0,,-2827.0,1,1,1,0,0,0,840222,1,1,1,0,1,1,0,10.016053083
ball_mk2_30.lp,10,0,1,2,4,9,improve_only,0.0,,0.0,1,1,1,0,0,0,224,0,0,0,0,0,0,0,10.013174853
ball_mk4_05.lp,10,1,1,4,3,8,normalized_only,7.0,,7.0,1,1,1,0,0,0,1824039,1,1,1,0,0,1,0,10.01737757
chimera_mgw-c16-2031-02.lp,10,0,1,4,4,11,normalized_only,,1968.0,1968.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10.840586227
chimera_selby-c16-02.lp,10,1,1,0,4,8,full_block,,699.4,699.4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10.502380226
ball_mk4_15.lp,10,1,1,0,4,11,full_block,-55.0,,-55.0,1,1,1,0,0,0,832356,1,1,1,0,1,1,0,10.009094522
chimera_mgw-c16-2031-02.lp,10,0,1,4,2,8,normalized_only,,1960.0,1960.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,11.074075796
chimera_rfr-02.lp,10,0,1,5,2,10,old_block,,1120.4,1120.4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10.308627563
ball_mk3_20.lp,10,0,1,2,2,8,improve_only,,,,1,0,1,0,1,0,0,0,0,0,0,0,0,0,10.008697897
chimera_mgw-c8-507-onc8-01.lp,10,0,1,3,2,8,smart_only,,493.0,493.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10.015790765
chimera_mgw-c16-2031-01.lp,10,0,1,2,2,9,improve_only,,1945.0,1945.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,11.054885511
ball_mk4_15.lp,10,1,1,0,3,9,full_block,-55.0,,-55.0,1,1,1,0,0,0,825150,1,1,1,0,1,1,0,10.035236668
ball_mk3_10.lp,10,0,1,4,4,9,normalized_only,-8.0,,-8.0,1,1,1,0,0,0,2868412,112477,112477,0,0,21,0,0,10.029016501
chimera_lga-02.lp,10,0,1,2,3,8,improve_only,,121.5,121.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10.538650796
ball_mk2_30.lp,10,1,1,2,2,9,improve_only,0.0,,0.0,1,1,1,0,0,0,52,0,0,0,0,0,0,0,10.015533423
chimera_lga-02.lp,10,0,1,4,4,11,normalized_only,,121.3,121.3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10.294388555
chimera_rfr-01.lp,10,1,1,1,4,8,repair_only,,1156.3,1156.3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,11.05042816
chimera_mgw-c8-507-onc8-01.lp,10,0,1,5,2,12,old_block,,492.0,492.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10.077085541
chimera_k64maxcut-01.lp,10,0,1,4,4,10,normalized_only,,10.1,10.1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10.072999722
ball_mk4_15.lp,10,0,1,5,3,11,old_block,12.0,,12.0,1,1,1,0,0,0,1020052,1,1,1,0,0,1,0,10.012770086
ball_mk3_30.lp,10,0,1,1,2,12,repair_only,-3.0,,-3.0,1,1,1,0,0,0,1631253,130500,130500,0,0,65250,0,0,10.031065828
chimera_lga-02.lp,10,0,1,1,2,10,repair_only,,120.5,120.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10.261968859
chimera_k64maxcut-01.lp,10,0,1,0,4,9,full_block,,11.3,11.3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10.126630872
chimera_selby-c16-02.lp,10,1,1,0,3,10,full_block,,708.6,708.6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10.554730999
ball_mk2_30.lp,10,0,1,1,3,8,repair_only,0.0,,0.0,1,1,1,0,0,0,1554000,129500,129500,129500,0,0,129500,0,0.0
chimera_k64maxcut-02.lp,10,0,1,2,4,10,improve_only,,14.2,14.2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10.039710184
chimera_mgw-c16-2031-02.lp,10,0,1,4,3,12,normalized_only,,1962.0,1962.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,11.072052753
chimera_k64maxcut-01.lp,10,0,1,1,3,9,repair_only,,11.3,11.3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10.123867089
ball_mk3_20.lp,10,1,1,4,3,9,normalized_only,1.0,,1.0,1,1,1,0,0,0,2118046,139494,139494,0,0,52449,0,0,10.026907455
chimera_mis-02.lp,10,0,1,1,3,11,repair_only,,394.4,394.4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10.212398958
ball_mk3_10.lp,10,0,1,0,3,11,full_block,-6.0,,-6.0,1,1,1,0,0,0,3620031,90498,90498,0,0,90496,0,0,10.018883506
chimera_selby-c16-02.lp,10,1,1,0,3,9,full_block,,697.9,697.9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10.532061562
chimera_rfr-01.lp,10,1,1,2,2,12,improve_only,,1166.1,1166.1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10.965617343
chimera_lga-01.lp,10,1,1,0,2,9,full_block,,129.7,129.7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10.684803386
chimera_mgw-c16-2031-01.lp,10,1,1,0,3,10,full_block,,1952.0,1952.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10.733337082
ball_mk4_05.lp,10,0,1,4,4,8,normalized_only,-10.0,,-10.0,1,1,1,0,0,0,1820118,1,1,1,0,1,1,0,10.006024671
chimera_selby-c16-01.lp,10,1,1,0,3,11,full_block,,709.5,709.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10.237225676
chimera_selby-c16-02.lp,10,1,1,0,4,12,full_block,,702.7,702.7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10.487308263
chimera_selby-c16-02.lp,10,1,1,3,3,10,smart_only,,708.6,708.6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10.525149361
chimera_mgw-c16-2031-02.lp,10,0,1,2,3,11,improve_only,,1968.0,1968.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10.785832715
chimera_mgw-c16-2031-01.lp,10,1,1,3,4,8,smart_only,,1956.0,1956.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10.982662057
ball_mk3_10.lp,10,0,1,2,3,8,improve_only,,,,1,0,1,0,1,0,0,0,0,0,0,0,0,0,10.003909797
chimera_mis-02.lp,10,1,1,1,3,10,repair_only,,391.6,391.6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10.335508242
chimera_k64ising-01.lp,10,0,1,2,3,12,improve_only,,12.8,12.8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10.079801228
chimera_k64maxcut-02.lp,10,0,1,3,2,8,smart_only,,10.4,10.4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10.022892761
chimera_mgw-c8-439-onc8-001.lp,10,0,0,baseline,0,11,baseline,,405.0,405.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10.189814981
ball_mk4_10.lp,10,1,1,4,4,10,normalized_only,-35.0,,-35.0,1,1,1,0,0,0,1380104,1,1,1,0,1,1,0,10.025305753
chimera_mis-01.lp,10,1,1,4,2,12,normalized_only,,380.2,380.2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10.238362177
ball_mk3_10.lp,10,1,1,4,4,8,normalized_only,-9.0,,-9.0,1,1,1,0,0,0,2878743,117494,117494,0,0,58748,0,0,10.026628925
chimera_selby-c16-02.lp,10,1,1,0,3,12,full_block,,701.3,701.3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10.099643173
graphpart_2g-0055-0062.lp,10,0,1,3,2,12,smart_only,-1237162.0,,-1237162.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,10.005696931
chimera_lga-01.lp,10,1,1,0,4,11,full_block,,120.1,120.1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10.303402034
chimera_mis-01.lp,10,1,1,4,4,10,normalized_only,,380.4,380.4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10.265593897
chimera_mgw-c16-2031-02.lp,10,0,1,1,3,11,repair_only,,1968.0,1968.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10.840857379
chimera_selby-c16-02.lp,10,1,1,5,3,12,old_block,,702.7,702.7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10.46860775
graphpart_2g-0044-1601.lp,10,1,1,1,4,8,repair_only,-919798.0,,-919798.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,10.006895073
ball_mk4_05.lp,10,1,1,4,3,11,normalized_only,-11.0,,-11.0,1,1,1,0,0,0,1791039,1,1,1,0,1,1,0,10.020320952
chimera_lga-01.lp,10,1,1,5,3,9,old_block,,129.7,129.7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10.729070858
ball_mk4_05.lp,10,0,1,5,2,12,old_block,-19.0,,-19.0,1,1,1,0,0,0,1656031,1,1,1,0,1,1,0,10.013493527
chimera_mgw-c8-507-onc8-01.lp,10,1,1,5,2,10,old_block,,493.0,493.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10.07536592
chimera_mgw-c8-507-onc8-01.lp,10,1,1,1,4,9,repair_only,,493.0,493.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10.179343834
chimera_k64maxcut-02.lp,10,0,1,1,2,11,repair_only,,16.7,16.7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10.037219255
chimera_rfr-02.lp,10,1,1,0,2,12,full_block,,1119.7,1119.7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10.162673557
chimera_lga-02.lp,10,0,1,0,4,12,full_block,,120.9,120.9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10.240188191
ball_mk4_15.lp,10,1,1,5,4,11,old_block,-55.0,,-55.0,1,1,1,0,0,0,1132089,1,1,1,0,1,1,0,10.0219611
ball_mk4_15.lp,10,0,1,3,4,11,smart_only,-55.0,,-55.0,1,1,1,0,0,0,880362,1,1,1,0,1,1,0,10.006301714
chimera_k64maxcut-01.lp,10,0,1,0,4,10,full_block,,10.1,10.1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10.119683509
crossdock_15x8.lp,10,0,1,3,3,8,smart_only,16827.0,,16827.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,10.158081807
chimera_mgw-c16-2031-01.lp,10,1,1,0,3,8,full_block,,1956.0,1956.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,11.183742063
chimera_mgw-c8-507-onc8-01.lp,10,1,1,3,4,9,smart_only,,493.0,493.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10.089713551
chimera_mgw-c8-507-onc8-01.lp,10,0,1,3,4,12,smart_only,,492.0,492.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10.029418179
chimera_rfr-01.lp,10,0,1,4,2,10,normalized_only,,1164.8,1164.8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10.986421898
chimera_lga-01.lp,10,0,1,2,3,10,improve_only,,123.5,123.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10.71428842
chimera_lga-02.lp,10,1,1,2,2,11,improve_only,,121.3,121.3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10.635468436
chimera_mgw-c16-2031-01.lp,10,1,1,1,3,11,repair_only,,1948.0,1948.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10.738455589
chimera_selby-c8-onc8-01.lp,10,1,1,2,3,10,improve_only,,176.8,176.8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10.079888451
graphpart_2g-0055-0062.lp,10,0,1,1,2,12,repair_only,-1237162.0,,-1237162.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,10.008274166
chimera_mgw-c8-507-onc8-02.lp,10,1,1,4,2,10,normalized_only,,492.0,492.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10.152145017
ball_mk2_30.lp,10,1,1,1,2,9,repair_only,0.0,,0.0,1,1,1,0,0,0,808000,202000,202000,202000,0,0,202000,0,10.011151861
chimera_rfr-01.lp,10,1,1,2,2,8,improve_only,,1155.9,1155.9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10.212214209
chimera_mgw-c16-2031-02.lp,10,0,1,3,4,9,smart_only,,1955.0,1955.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10.904582038
chimera_mis-02.lp,10,1,1,5,4,8,old_block,,390.8,390.8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10.276239785
chimera_mgw-c8-507-onc8-01.lp,10,0,1,5,4,9,old_block,,493.0,493.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10.148182704
chimera_k64ising-01.lp,10,1,1,1,3,9,repair_only,,9.7,9.7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10.060290152
ball_mk2_30.lp,10,0,1,5,2,12,old_block,0.0,,0.0,1,1,1,0,0,0,770002,192500,192500,192500,0,0,192500,0,10.015380099
ball_mk2_30.lp,10,1,1,2,4,12,improve_only,0.0,,0.0,1,1,1,0,0,0,196,0,0,0,0,0,0,0,10.008554637
graphpart_2g-0055-0062.lp,10,0,1,4,2,9,normalized_only,-1237162.0,,-1237162.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,10.012541864
chimera_k64ising-01.lp,10,0,1,2,3,11,improve_only,,10.5,10.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10.048153375
chimera_lga-02.lp,10,0,1,1,3,12,repair_only,,120.9,120.9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10.666794248
graphpart_2g-0055-0062.lp,10,0,1,3,4,8,smart_only,-1389952.0,,-1389952.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,10.008539314
chimera_rfr-02.lp,10,0,0,baseline,0,12,baseline,,1122.2,1122.2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,11.044856847
chimera_mis-01.lp,10,0,1,1,2,12,repair_only,,380.2,380.2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10.29651463
chimera_mis-01.lp,10,1,1,1,3,10,repair_only,,380.4,380.4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10.908703721
chimera_lga-02.lp,10,0,1,1,4,10,repair_only,,120.5,120.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10.606449098
chimera_lga-02.lp,10,1,1,5,3,11,old_block,,121.3,121.3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10.742421824
chimera_rfr-01.lp,10,0,1,1,2,10,repair_only,,1163.0,1163.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10.15405502
chimera_rfr-01.lp,10,0,1,5,4,8,old_block,,1155.9,1155.9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10.344388055
graphpart_2g-0044-1601.lp,10,1,1,2,2,10,improve_only,-919798.0,,-919798.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,10.005478463
chimera_mis-01.lp,10,0,1,0,4,12,full_block,,380.2,380.2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10.647059708
chimera_rfr-02.lp,10,1,1,2,3,8,improve_only,,1124.1,1124.1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,11.106136563
ball_mk4_15.lp,10,0,1,4,4,9,normalized_only,-55.0,,-55.0,1,1,1,0,0,0,1100093,1,1,1,0,1,1,0,10.015271214
chimera_k64ising-01.lp,10,1,1,0,3,8,full_block,,12.3,12.3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10.056173659
chimera_mgw-c16-2031-02.lp,10,1,1,1,3,10,repair_only,,1957.0,1957.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10.977955547
ball_mk3_20.lp,10,0,1,3,4,9,smart_only,-7.0,,-7.0,1,1,1,0,0,0,3216065,19200,19200,0,0,9601,0,0,10.193068267
chimera_selby-c16-01.lp,10,0,1,1,3,11,repair_only,,710.1,710.1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10.616598958
chimera_k64maxcut-02.lp,10,0,1,3,4,12,smart_only,,12.7,12.7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10.033883312
chimera_lga-02.lp,10,1,1,2,2,10,improve_only,,120.5,120.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10.61055149
chimera_rfr-02.lp,10,1,1,5,3,11,old_block,,1120.6,1120.6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10.160577793
chimera_selby-c8-onc8-01.lp,10,0,1,3,3,11,smart_only,,175.6,175.6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10.164000332
chimera_mis-02.lp,10,0,1,2,3,12,improve_only,,392.8,392.8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10.119992027
chimera_mgw-c8-507-onc8-01.lp,10,0,1,4,4,12,normalized_only,,492.0,492.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10.065665748
chimera_mis-01.lp,10,0,1,0,3,11,full_block,,381.2,381.2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10.440225886
chimera_mgw-c8-439-onc8-001.lp,10,1,1,2,2,8,improve_only,,405.0,405.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10.284045656
chimera_mgw-c8-439-onc8-001.lp,10,0,1,0,4,11,full_block,,405.0,405.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10.241153892
chimera_k64maxcut-01.lp,10,0,1,5,3,11,old_block,,7.9,7.9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10.148335699
chimera_lga-01.lp,10,1,1,4,2,9,normalized_only,,129.7,129.7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10.711386589
ball_mk2_30.lp,10,0,1,3,4,9,smart_only,0.0,,0.0,1,1,1,0,0,0,2268000,40500,40500,40500,0,0,40500,0,10.00756531
ball_mk4_15.lp,10,1,1,4,2,8,normalized_only,-55.0,,-55.0,1,1,1,0,0,0,806049,1,1,1,0,1,1,0,10.025083069
chimera_mis-01.lp,10,1,1,5,3,12,old_block,,380.2,380.2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10.295255053
ball_mk2_10.lp,10,1,1,3,2,9,smart_only,0.0,,0.0,1,1,1,0,0,0,2468000,308500,308500,308500,0,0,308500,0,10.021960426
ball_mk2_30.lp,10,0,1,4,2,11,normalized_only,0.0,,0.0,1,1,1,0,0,0,770002,192500,192500,192500,0,0,192500,0,10.020319992
ball_mk3_20.lp,10,0,0,baseline,0,12,baseline,,,,1,0,1,0,1,0,0,0,0,0,0,0,0,0,10.004784833
chimera_mgw-c16-2031-01.lp,10,0,1,3,4,9,smart_only,,1945.0,1945.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10.814947838
chimera_selby-c16-01.lp,10,0,1,0,2,12,full_block,,700.8,700.8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10.604471954
ball_mk3_20.lp,10,0,1,2,3,9,improve_only,,,,1,0,1,0,1,0,0,0,0,0,0,0,0,0,10.007225439
ball_mk3_20.lp,10,0,1,4,4,10,normalized_only,-10.0,,-10.0,1,1,1,0,0,0,2440826,77484,77484,0,0,77477,0,0,10.046067607
chimera_selby-c16-02.lp,10,0,1,1,2,12,repair_only,,702.7,702.7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10.487828143
chimera_rfr-02.lp,10,1,1,4,4,8,normalized_only,,1124.1,1124.1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10.212580169
ball_mk4_15.lp,10,1,1,3,4,11,smart_only,-55.0,,-55.0,1,1,1,0,0,0,860350,1,1,1,0,1,1,0,10.026227743
chimera_mgw-c8-507-onc8-01.lp,10,0,0,baseline,0,12,baseline,,492.0,492.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10.192221354
chimera_selby-c16-01.lp,10,0,1,0,2,8,full_block,,700.7,700.7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10.18633138
chimera_rfr-02.lp,10,1,1,4,2,11,normalized_only,,1120.6,1120.6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10.229812058
crossdock_15x8.lp,10,1,1,1,3,8,repair_only,16351.0,,16351.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,10.014967761
graphpart_2g-0044-1601.lp,10,0,1,2,4,9,improve_only,-919798.0,,-919798.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,10.009119554
ball_mk3_20.lp,10,0,1,4,3,8,normalized_only,-8.0,,-8.0,1,1,1,0,0,0,2036061,145351,145351,0,0,142,0,0,10.029965407
chimera_selby-c16-01.lp,10,0,1,2,3,11,improve_only,,709.5,709.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10.422955887
